season,week,receiver_player_id,receiver_player_name,team,opponent,targets,receptions,yards,touchdowns,first_downs,total_yac_epa,raw_composite,smoothed_composite,composite_uncertainty,career_game_number
2023,16,00-0034317,K.Kirkwood,NO,LA,1.0,1.0,9.0,0.0,1.0,0.0,-0.45029253771643585,-0.5017194377720269,0.2672612419124244,13
2020,6,00-0035848,D.Harris,IND,CIN,3.0,3.0,29.0,0.0,1.0,2.845883846282959,-0.06271409898924277,-0.06271409898924277,1.0,0
2020,9,00-0035848,D.Harris,IND,BAL,4.0,4.0,27.0,0.0,1.0,3.3273210525512695,0.12936451004363414,0.052533066430483374,0.7071067811865475,1
2020,10,00-0035848,D.Harris,IND,TEN,1.0,1.0,21.0,0.0,1.0,0.2461005300283432,-0.5278266208748753,-0.2223741538720549,0.5773502691896258,2
2020,11,00-0035848,D.Harris,IND,GB,1.0,1.0,1.0,0.0,0.0,0.3759972155094147,-0.6565221516917241,-0.402712552966379,0.5,3
2020,12,00-0035848,D.Harris,IND,TEN,1.0,1.0,1.0,0.0,0.0,0.07730652391910553,-0.6712942600423724,-0.5058173789055044,0.4472135954999579,4
2020,6,00-0036233,D.Peoples-Jones,CLE,PIT,1.0,0.0,0.0,0.0,0.0,-1.505744457244873,-0.8464207989155083,-0.8464207989155083,1.0,0
2020,7,00-0036233,D.Peoples-Jones,CLE,CIN,3.0,3.0,56.0,1.0,3.0,-0.018617162480950356,0.0658580053394682,-0.2990535163625225,0.7071067811865475,1
2020,10,00-0036233,D.Peoples-Jones,CLE,HOU,2.0,2.0,16.0,0.0,0.0,-0.03545866161584854,-0.5086026468586056,-0.39831363080803545,0.5773502691896258,2
2020,13,00-0036233,D.Peoples-Jones,CLE,TEN,3.0,2.0,92.0,1.0,2.0,2.4080913066864014,-0.04608077249813139,-0.2520015204331522,0.5,3
2020,14,00-0036233,D.Peoples-Jones,CLE,BAL,6.0,3.0,74.0,0.0,2.0,-11.277374267578125,-0.4117760089562117,-0.3133367506244689,0.4472135954999579,4
2020,15,00-0036233,D.Peoples-Jones,CLE,NYG,3.0,3.0,55.0,0.0,2.0,3.4587364196777344,0.10271499212391139,-0.16130581304874503,0.4082482904638631,5
2020,17,00-0036233,D.Peoples-Jones,CLE,PIT,3.0,1.0,11.0,0.0,1.0,0.3649638891220093,-0.3790806743930695,-0.23841017143631793,0.3779644730092272,6
2020,18,00-0036233,D.Peoples-Jones,CLE,PIT,2.0,1.0,8.0,0.0,0.0,-3.0043466091156006,-0.7522674241148958,-0.4166505856485383,0.35355339059327373,7
2020,19,00-0036233,D.Peoples-Jones,CLE,KC,1.0,1.0,23.0,0.0,1.0,0.012756066396832466,-0.5393669527192857,-0.45864850356367964,0.3333333333333333,8
2021,1,00-0036233,D.Peoples-Jones,CLE,KC,1.0,1.0,4.0,0.0,1.0,0.17318397760391235,-0.48162740142058696,-0.4664433100525639,0.31622776601683794,9
2021,2,00-0036233,D.Peoples-Jones,CLE,HOU,1.0,1.0,14.0,0.0,0.0,-5.378231525421143,-0.8985969828522202,-0.6121793920698622,0.30151134457776363,10
2021,3,00-0036233,D.Peoples-Jones,CLE,CHI,2.0,2.0,39.0,0.0,2.0,0.0,-0.17566506393364514,-0.46554444969561687,0.2886751345948129,11
2021,5,00-0036233,D.Peoples-Jones,CLE,LAC,6.0,5.0,70.0,0.0,3.0,-1.59999418258667,0.47442100167932155,-0.15060439780573603,0.2773500981126146,12
2021,6,00-0036233,D.Peoples-Jones,CLE,ARI,5.0,4.0,101.0,2.0,4.0,2.0423340797424316,0.6260360125857157,0.10916557776724344,0.2672612419124244,13
2021,9,00-0036233,D.Peoples-Jones,CLE,CIN,3.0,2.0,86.0,1.0,2.0,0.904437780380249,-0.05906698478936166,0.05295970190233301,0.2581988897471611,14
2021,10,00-0036233,D.Peoples-Jones,CLE,NE,5.0,1.0,16.0,0.0,1.0,-9.747720718383789,-0.682728165837623,-0.19264350320308526,0.25,15
2021,12,00-0036233,D.Peoples-Jones,CLE,BAL,5.0,2.0,10.0,0.0,1.0,-6.041008949279785,-0.4007525484339178,-0.2620836638784909,0.24253562503633297,16
2021,14,00-0036233,D.Peoples-Jones,CLE,BAL,7.0,5.0,90.0,0.0,4.0,-4.558310031890869,0.5438441530739123,0.006740839045416088,0.25114452853866637,17
2021,15,00-0036233,D.Peoples-Jones,CLE,LV,8.0,4.0,48.0,0.0,2.0,-5.808737754821777,0.1684379520058522,0.060664201149522756,0.2554658551150992,18
2021,16,00-0036233,D.Peoples-Jones,CLE,GB,7.0,1.0,5.0,0.0,1.0,-15.237098693847656,-0.8093560406314944,-0.22942978568669983,0.23754018313696476,19
2021,17,00-0036233,D.Peoples-Jones,CLE,PIT,5.0,3.0,76.0,0.0,3.0,-4.3279829025268555,0.0694678276642941,-0.12977726899117273,0.2182178902359924,20
2021,18,00-0036233,D.Peoples-Jones,CLE,CIN,4.0,3.0,38.0,0.0,2.0,-2.341419219970703,-0.04786538633094059,-0.10246965824612544,0.21320071635561041,21
2022,1,00-0036233,D.Peoples-Jones,CLE,CAR,11.0,6.0,60.0,0.0,3.0,-11.568593978881836,0.4472532838288694,0.08078765154929574,0.20851441405707477,22
2022,2,00-0036233,D.Peoples-Jones,CLE,NYJ,1.0,0.0,0.0,0.0,0.0,-2.904226303100586,-0.8561813218441956,-0.23155389366666787,0.20412414523193154,23
2022,3,00-0036233,D.Peoples-Jones,CLE,PIT,3.0,1.0,10.0,0.0,1.0,-0.33029770851135254,-0.34568515423870066,-0.2695991538639445,0.2,24
2022,4,00-0036233,D.Peoples-Jones,CLE,ATL,9.0,5.0,71.0,0.0,2.0,-5.286916255950928,0.3744365433166521,-0.05491492016873802,0.19611613513818404,25
2022,5,00-0036233,D.Peoples-Jones,CLE,LAC,7.0,4.0,50.0,0.0,3.0,-4.330420970916748,0.3214001812764695,0.07052565485242612,0.19245008972987526,26
2022,6,00-0036233,D.Peoples-Jones,CLE,NE,5.0,4.0,74.0,0.0,3.0,-2.5993783473968506,0.26338168658076366,0.1348117530926257,0.1889822365046136,27
2022,7,00-0036233,D.Peoples-Jones,CLE,BAL,6.0,6.0,71.0,0.0,1.0,0.555845320224762,0.40458549654486275,0.2247370376967314,0.18569533817705186,28
2022,8,00-0036233,D.Peoples-Jones,CLE,CIN,4.0,4.0,81.0,0.0,3.0,1.9479689598083496,0.4163429824757222,0.28860601903920347,0.18859750811725143,29
2022,10,00-0036233,D.Peoples-Jones,CLE,MIA,9.0,5.0,99.0,0.0,4.0,-14.899215698242188,0.182330479789457,0.2531807161250734,0.197725845895513,30
2022,11,00-0036233,D.Peoples-Jones,CLE,BUF,6.0,5.0,61.0,1.0,3.0,-0.009169399738311768,0.5614096476678181,0.35592393144627,0.21367091178700315,31
2022,12,00-0036233,D.Peoples-Jones,CLE,TB,4.0,2.0,16.0,0.0,1.0,-6.276465892791748,-0.4695590391232096,0.08076251607335151,0.21367097026717172,32
2022,13,00-0036233,D.Peoples-Jones,CLE,HOU,3.0,3.0,44.0,0.0,1.0,2.0963194370269775,-0.029306595486760456,0.0440727744243285,0.18397841777908028,33
2022,14,00-0036233,D.Peoples-Jones,CLE,CIN,12.0,8.0,114.0,0.0,4.0,-24.31560516357422,0.22696338459187804,0.10503635301428295,0.1690308509457033,34
2022,15,00-0036233,D.Peoples-Jones,CLE,BAL,4.0,4.0,31.0,1.0,2.0,4.645471572875977,0.408178253747916,0.20608369952244465,0.16666666666666666,35
2022,16,00-0036233,D.Peoples-Jones,CLE,NO,5.0,1.0,2.0,0.0,0.0,-14.330334663391113,-1.0355354326195874,-0.20778947085030122,0.1643989873053573,36
2022,17,00-0036233,D.Peoples-Jones,CLE,WAS,3.0,1.0,13.0,1.0,1.0,2.357308864593506,-0.21285290504065071,-0.20947728259052859,0.1953312293502925,37
2022,18,00-0036233,D.Peoples-Jones,CLE,PIT,4.0,2.0,42.0,0.0,1.0,-0.7892220616340637,-0.19835753690751984,-0.20577070019337,0.21472032379219408,38
2023,1,00-0036233,D.Peoples-Jones,CLE,CIN,2.0,1.0,12.0,0.0,1.0,-1.7433322668075562,-0.4621508069957607,-0.29123074352297895,0.22736507938911224,39
2023,2,00-0036233,D.Peoples-Jones,CLE,PIT,4.0,1.0,7.0,0.0,0.0,-3.8949718475341797,-0.5625474246988694,-0.3816696427010014,0.241092029607591,40
2023,3,00-0036233,D.Peoples-Jones,CLE,TEN,4.0,3.0,49.0,0.0,2.0,-2.234086751937866,-0.00024648966980809,-0.25452858658022676,0.20067255398427167,41
2023,4,00-0036233,D.Peoples-Jones,CLE,BAL,4.0,1.0,7.0,0.0,0.0,-8.701419830322266,-0.7949656696561959,-0.4346742857661328,0.21170863118105362,42
2023,6,00-0036233,D.Peoples-Jones,CLE,SF,1.0,0.0,0.0,0.0,0.0,-1.811202049255371,-0.778868131409422,-0.5494055696968168,0.22963728944570488,43
2023,7,00-0036233,D.Peoples-Jones,CLE,IND,3.0,2.0,22.0,0.0,1.0,-3.977531909942627,-0.39798711642133394,-0.4989327513372167,0.21277186522157307,44
2023,11,00-0036233,D.Peoples-Jones,DET,CHI,1.0,0.0,0.0,0.0,0.0,-5.028877258300781,-0.9344604581353274,-0.6441086547559014,0.158746333156085,45
2023,13,00-0036233,D.Peoples-Jones,DET,NO,1.0,0.0,0.0,0.0,0.0,-4.042505741119385,-0.886763960072695,-0.7249937569562996,0.1832060824241884,46
2023,14,00-0036233,D.Peoples-Jones,DET,CHI,1.0,1.0,17.0,0.0,1.0,0.13221831619739532,-0.4438990535651758,-0.6312955221619551,0.17796769563759293,47
2023,15,00-0036233,D.Peoples-Jones,DET,DEN,1.0,1.0,5.0,0.0,0.0,0.27931228280067444,-0.5780221417573842,-0.6135377286519896,0.15846899066113462,48
2023,16,00-0036233,D.Peoples-Jones,DET,MIN,1.0,1.0,11.0,0.0,1.0,2.5784964561462402,-0.32560802576244113,-0.5175611608716174,0.1414213562373095,49
2023,18,00-0036233,D.Peoples-Jones,DET,MIN,2.0,2.0,25.0,0.0,1.0,0.7716575860977173,-0.2407790869215043,-0.4253004694584497,0.14002800840280097,50
2020,6,00-0034279,E.St. Brown,GB,TB,2.0,0.0,0.0,0.0,0.0,-0.14760658144950867,-0.7078187445991371,-0.7078187445991371,1.0,0
2020,8,00-0034279,E.St. Brown,GB,MIN,3.0,1.0,12.0,0.0,1.0,-12.575301170349121,-1.019057087875713,-0.8945617505650827,0.7071067811865475,1
2020,11,00-0034279,E.St. Brown,GB,IND,1.0,1.0,23.0,0.0,1.0,2.463364839553833,-0.41816914059670957,-0.6689020932116427,0.5773502691896258,2
2020,12,00-0034279,E.St. Brown,GB,CHI,2.0,2.0,39.0,0.0,2.0,1.6265254020690918,-0.1561677646783464,-0.4559201413593505,0.5,3
2020,13,00-0034279,E.St. Brown,GB,PHI,2.0,1.0,7.0,0.0,0.0,-2.832040309906006,-0.7437458082993129,-0.56641245899981,0.4472135954999579,4
2020,14,00-0034279,E.St. Brown,GB,DET,1.0,1.0,15.0,0.0,1.0,0.0,-0.5399978193657781,-0.5567601921861712,0.4082482904638631,5
2020,16,00-0034279,E.St. Brown,GB,TEN,1.0,1.0,21.0,1.0,1.0,0.0,-0.5399978193657781,-0.5508253841307722,0.3779644730092272,6
2020,17,00-0034279,E.St. Brown,GB,CHI,1.0,0.0,0.0,0.0,0.0,-4.472171306610107,-0.9931290160339735,-0.7042461681073465,0.35355339059327373,7
2020,19,00-0034279,E.St. Brown,GB,LA,2.0,1.0,27.0,0.0,1.0,-0.08043164014816284,-0.47254195526482023,-0.6249487219407505,0.3333333333333333,8
2020,20,00-0034279,E.St. Brown,GB,TB,2.0,1.0,10.0,0.0,1.0,0.6806263327598572,-0.4349029154371499,-0.5604821711538418,0.31622776601683794,9
2021,2,00-0034279,E.St. Brown,GB,DET,1.0,1.0,0.0,0.0,0.0,0.21799954771995544,-0.6226873525818766,-0.58145975388215,0.30151134457776363,10
2021,4,00-0034279,E.St. Brown,GB,PIT,1.0,0.0,0.0,0.0,0.0,-0.6497995257377625,-0.7646967423605486,-0.6430131635057985,0.2886751345948129,11
2021,7,00-0034279,E.St. Brown,GB,WAS,1.0,0.0,0.0,0.0,0.0,-2.3424160480499268,-0.848147406344389,-0.7117444014353159,0.2773500981126146,12
2021,8,00-0034279,E.St. Brown,GB,ARI,3.0,2.0,12.0,0.0,2.0,1.4025437831878662,-0.034508984722193395,-0.48522331741388014,0.2672612419124244,13
2021,11,00-0034279,E.St. Brown,GB,MIN,2.0,2.0,43.0,0.0,2.0,3.1702585220336914,-0.019362572981505084,-0.3295809686676873,0.2581988897471611,14
2021,12,00-0034279,E.St. Brown,GB,LA,2.0,1.0,7.0,0.0,1.0,-5.394374847412109,-0.6841166092677464,-0.4479397094784787,0.25,15
2021,17,00-0034279,E.St. Brown,GB,MIN,2.0,1.0,14.0,0.0,1.0,0.9505496621131897,-0.371294327157483,-0.42236529171353043,0.24253562503633297,16
2021,18,00-0034279,E.St. Brown,GB,DET,5.0,2.0,22.0,0.0,1.0,-3.767021417617798,-0.2886386898565826,-0.37775957577257,0.23570226039551587,17
2022,1,00-0034279,E.St. Brown,CHI,SF,3.0,1.0,18.0,1.0,1.0,-2.176042079925537,-0.43690921164095253,-0.39748501907122225,0.22941573387056174,18
2022,2,00-0034279,E.St. Brown,CHI,GB,4.0,2.0,39.0,0.0,1.0,-2.861243963241577,-0.3007651334405888,-0.36523535879723057,0.22360679774997896,19
2022,3,00-0034279,E.St. Brown,CHI,HOU,2.0,1.0,20.0,0.0,1.0,-1.4408161640167236,-0.4723581777572643,-0.4009501254198433,0.2182178902359924,20
2022,4,00-0034279,E.St. Brown,CHI,NYG,2.0,0.0,0.0,0.0,0.0,-2.695138931274414,-0.774060622144298,-0.5253369161826108,0.21320071635561041,21
2022,5,00-0034279,E.St. Brown,CHI,MIN,2.0,2.0,24.0,0.0,1.0,1.1698708534240723,-0.24510487552761753,-0.4319179118836976,0.20851441405707477,22
2022,7,00-0034279,E.St. Brown,CHI,NE,7.0,4.0,48.0,0.0,4.0,-10.029868125915527,0.18119682314851887,-0.22753419249428797,0.20412414523193154,23
2022,8,00-0034279,E.St. Brown,CHI,DAL,3.0,1.0,6.0,0.0,0.0,-6.434026718139648,-0.7888418955083998,-0.41464417011895044,0.2,24
2022,9,00-0034279,E.St. Brown,CHI,MIA,2.0,0.0,0.0,0.0,0.0,-8.43371868133545,-1.0576841491259201,-0.6289964889932592,0.19611613513818404,25
2022,11,00-0034279,E.St. Brown,CHI,ATL,2.0,2.0,24.0,0.0,2.0,5.133176803588867,0.09226361084305788,-0.38857222402003094,0.19245008972987526,26
2022,12,00-0034279,E.St. Brown,CHI,NYJ,2.0,1.0,7.0,0.0,0.0,-3.2854721546173096,-0.7050145227719394,-0.49405422799269005,0.1889822365046136,27
2022,13,00-0034279,E.St. Brown,CHI,GB,4.0,3.0,85.0,0.0,2.0,-4.2100067138671875,-0.1277175701866422,-0.37194105347628936,0.18569533817705186,28
2022,15,00-0034279,E.St. Brown,CHI,PHI,1.0,1.0,20.0,0.0,1.0,0.4554664194583893,-0.4504230869425593,-0.3981018677295123,0.18257418583505536,29
2022,17,00-0034279,E.St. Brown,CHI,DET,3.0,2.0,20.0,0.0,1.0,-0.9044387340545654,-0.2758387717911645,-0.35734736072431117,0.1796053020267749,30
2022,18,00-0034279,E.St. Brown,CHI,MIN,1.0,1.0,3.0,0.0,0.0,-0.3322523534297943,-0.6308413740157123,-0.44851224312523463,0.17677669529663687,31
2023,4,00-0034279,E.St. Brown,CHI,DEN,1.0,1.0,21.0,0.0,1.0,0.10534907132387161,-0.44519832961251804,-0.44740760358075865,0.17407765595569785,32
2023,5,00-0034279,E.St. Brown,CHI,WAS,1.0,0.0,0.0,0.0,0.0,0.41416776180267334,-0.6712592385806049,-0.5220248921137942,0.17149858514250882,33
2023,10,00-0034279,E.St. Brown,CHI,CAR,1.0,1.0,4.0,0.0,0.0,0.0,-0.5915284297263846,-0.5451927538954529,0.1690308509457033,34
2023,11,00-0034279,E.St. Brown,CHI,DET,2.0,2.0,19.0,0.0,1.0,0.02384275011718273,-0.27694005492824153,-0.45577514663400304,0.16666666666666666,35
2023,18,00-0034279,E.St. Brown,CHI,GB,1.0,1.0,18.0,0.0,1.0,0.3313904404640198,-0.4342679838579324,-0.4486060901871209,0.1643989873053573,36
2020,6,00-0035869,A.Mack,NYG,WAS,1.0,1.0,1.0,0.0,0.0,0.0,-0.6751175474085264,-0.6751175474085264,1.0,0
2020,9,00-0035869,A.Mack,NYG,WAS,5.0,4.0,72.0,0.0,3.0,4.132388591766357,0.5108532599895466,0.03646493703031734,0.7071067811865475,1
2020,10,00-0035869,A.Mack,NYG,PHI,1.0,1.0,9.0,0.0,1.0,0.5317181348800659,-0.513701057794023,-0.22414000788647537,0.5773502691896258,2
2020,16,00-0035869,A.Mack,NYG,BAL,3.0,0.0,0.0,0.0,0.0,-9.984262466430664,-1.1228687157840458,-0.5974580865516199,0.5,3
2020,17,00-0035869,A.Mack,NYG,DAL,1.0,1.0,9.0,0.0,1.0,1.7882115840911865,-0.45155965902862294,-0.5414496854645927,0.4472135954999579,4
2020,7,00-0036255,D.Mims,NYJ,BUF,7.0,4.0,42.0,0.0,2.0,-5.741201400756836,0.03029064779256924,0.03029064779256924,1.0,0
2020,8,00-0036255,D.Mims,NYJ,KC,3.0,2.0,42.0,0.0,2.0,-1.5172696113586426,-0.24021423038404538,-0.13201227911339952,0.7071067811865475,1
2020,9,00-0036255,D.Mims,NYJ,NE,8.0,4.0,62.0,0.0,3.0,-13.091209411621094,-0.1266594260286535,-0.12947671712588824,0.5773502691896258,2
2020,11,00-0036255,D.Mims,NYJ,LAC,7.0,3.0,71.0,0.0,3.0,-17.50138282775879,-0.51303842207496,-0.2888023484124257,0.5,3
2020,12,00-0036255,D.Mims,NYJ,MIA,8.0,4.0,67.0,0.0,2.0,-8.577132225036621,-0.03853002317823437,-0.19272624251683565,0.4472135954999579,4
2020,13,00-0036255,D.Mims,NYJ,LV,4.0,2.0,40.0,0.0,2.0,-3.1049935817718506,-0.24730332615521125,-0.2126694475155203,0.4082482904638631,5
2020,15,00-0036255,D.Mims,NYJ,LA,4.0,3.0,18.0,0.0,0.0,0.8678084015846252,-0.22422822569784637,-0.21676189496326956,0.3779644730092272,6
2020,16,00-0036255,D.Mims,NYJ,CLE,2.0,0.0,0.0,0.0,0.0,-5.8102030754089355,-0.987869282864669,-0.4842340372852934,0.35355339059327373,7
2020,17,00-0036255,D.Mims,NYJ,NE,2.0,1.0,15.0,0.0,1.0,-4.317920684814453,-0.6821120860553529,-0.5519549635791936,0.3333333333333333,8
2021,1,00-0036255,D.Mims,NYJ,CAR,1.0,1.0,40.0,0.0,1.0,0.6257396936416626,-0.45931515615108964,-0.520530072073681,0.31622776601683794,9
2021,5,00-0036255,D.Mims,NYJ,ATL,3.0,2.0,33.0,0.0,1.0,-1.31989586353302,-0.3120022521211927,-0.4502078015845607,0.30151134457776363,10
2021,7,00-0036255,D.Mims,NYJ,NE,2.0,1.0,6.0,0.0,0.0,-3.010518789291382,-0.7098554116419289,-0.537429250880245,0.2886751345948129,11
2021,8,00-0036255,D.Mims,NYJ,CIN,3.0,2.0,30.0,0.0,2.0,-1.5999367237091064,-0.18253955667762892,-0.41852171173200786,0.2773500981126146,12
2021,9,00-0036255,D.Mims,NYJ,IND,5.0,1.0,20.0,0.0,1.0,-7.780806541442871,-0.5857538707735952,-0.47445737164359253,0.2672612419124244,13
2021,13,00-0036255,D.Mims,NYJ,PHI,1.0,1.0,4.0,0.0,0.0,0.0,-0.633435331681452,-0.5275713190943906,0.2581988897471611,14
2021,14,00-0036255,D.Mims,NYJ,NO,1.0,0.0,0.0,0.0,0.0,-1.3728381395339966,-0.8003445406727308,-0.6186343642039658,0.25,15
2021,15,00-0036255,D.Mims,NYJ,MIA,3.0,0.0,0.0,0.0,0.0,-3.8208887577056885,-0.7770265866195867,-0.6714854133358069,0.24253562503633297,16
2021,16,00-0036255,D.Mims,NYJ,JAX,2.0,0.0,0.0,0.0,0.0,-9.765596389770508,-1.1421238740820299,-0.8284711229808781,0.23570226039551587,17
2021,18,00-0036255,D.Mims,NYJ,BUF,2.0,0.0,0.0,0.0,0.0,-3.9781787395477295,-0.8567882181337205,-0.8379144145010969,0.22941573387056174,18
2022,7,00-0036255,D.Mims,NYJ,DEN,2.0,1.0,4.0,0.0,0.0,0.19723501801490784,-0.5328852268889928,-0.7362074324259816,0.22360679774997896,19
2022,8,00-0036255,D.Mims,NYJ,NE,3.0,2.0,76.0,0.0,2.0,-1.4735031127929688,-0.1624781260811869,-0.5449259811013797,0.2182178902359924,20
2022,9,00-0036255,D.Mims,NYJ,BUF,4.0,1.0,12.0,0.0,1.0,-8.605708122253418,-0.6829022160441709,-0.5909242074089552,0.21320071635561041,21
2022,11,00-0036255,D.Mims,NYJ,NE,6.0,2.0,35.0,0.0,1.0,-5.723547458648682,-0.29865806847059895,-0.49349347955181017,0.20851441405707477,22
2022,12,00-0036255,D.Mims,NYJ,CHI,1.0,1.0,11.0,0.0,0.0,0.6537496447563171,-0.5821092178870992,-0.5230338137870547,0.20412414523193154,23
2022,13,00-0036255,D.Mims,NYJ,MIN,1.0,0.0,0.0,0.0,0.0,-3.366523504257202,-0.8790298956057394,-0.6417038739802015,0.2,24
2022,14,00-0036255,D.Mims,NYJ,BUF,5.0,3.0,35.0,0.0,2.0,-2.1804728507995605,0.044376864655949345,-0.4130042564404599,0.19611613513818404,25
2022,15,00-0036255,D.Mims,NYJ,DET,2.0,1.0,13.0,0.0,1.0,-0.41092371940612793,-0.4214567804996806,-0.41582181405187896,0.19245008972987526,26
2022,17,00-0036255,D.Mims,NYJ,SEA,1.0,0.0,0.0,0.0,0.0,-7.269163131713867,-1.0719139303123635,-0.6345217523558804,0.1889822365046136,27
2020,7,00-0033382,A.Carr,NO,CAR,1.0,1.0,6.0,0.0,1.0,0.7642325758934021,-0.502201775719138,-0.502201775719138,1.0,0
2020,8,00-0033382,A.Carr,NO,CHI,1.0,1.0,10.0,0.0,1.0,0.8615871071815491,-0.49738698997218994,-0.4993129042709692,0.7071067811865475,1
2020,16,00-0033382,A.Carr,NO,MIN,1.0,0.0,0.0,0.0,0.0,-2.374107599258423,-0.8893667452830909,-0.684075250013553,0.5773502691896258,2
2020,17,00-0033382,A.Carr,NO,CAR,1.0,1.0,11.0,1.0,1.0,0.0,-0.5399978193657781,-0.6242277018983234,0.5,3
2020,7,00-0034052,B.Zylstra,CAR,NO,1.0,1.0,4.0,0.0,1.0,1.103963851928711,-0.48539995577296724,-0.48539995577296724,1.0,0
2020,9,00-0034052,B.Zylstra,CAR,KC,1.0,1.0,28.0,0.0,1.0,0.7185237407684326,-0.5044623612815904,-0.4968373990781411,0.7071067811865475,1
2020,14,00-0034052,B.Zylstra,CAR,DEN,2.0,1.0,3.0,0.0,1.0,-1.9670581817626953,-0.5658473460071779,-0.5295263213076847,0.5773502691896258,2
2021,2,00-0034052,B.Zylstra,CAR,NO,3.0,3.0,44.0,1.0,3.0,2.1593732833862305,0.24529878136326005,-0.20767589404436926,0.5,3
2021,4,00-0034052,B.Zylstra,CAR,DAL,2.0,2.0,63.0,0.0,1.0,3.1301980018615723,-0.16460714954230582,-0.19114239497011742,0.4472135954999579,4
2021,6,00-0034052,B.Zylstra,CAR,MIN,3.0,3.0,32.0,0.0,1.0,0.9328913688659668,-0.10170912532953086,-0.15846226786836928,0.4082482904638631,5
2021,10,00-0034052,B.Zylstra,CAR,ARI,2.0,2.0,18.0,0.0,1.0,1.7199376821517944,-0.23413687379968204,-0.18525526821996086,0.3779644730092272,6
2021,11,00-0034052,B.Zylstra,CAR,WAS,2.0,1.0,7.0,0.0,0.0,-0.3282507658004761,-0.5776121984909837,-0.32135116140040915,0.35355339059327373,7
2021,12,00-0034052,B.Zylstra,CAR,MIA,2.0,1.0,24.0,0.0,1.0,-6.835832118988037,-0.755184429315388,-0.4698243798444223,0.3333333333333333,8
2021,14,00-0034052,B.Zylstra,CAR,ATL,5.0,4.0,45.0,0.0,2.0,-1.4286199808120728,0.1683694372513524,-0.2533389183727096,0.31622776601683794,9
2021,15,00-0034052,B.Zylstra,CAR,BUF,4.0,2.0,17.0,0.0,1.0,-3.0450949668884277,-0.32505252574400206,-0.2775230473606961,0.30151134457776363,10
2021,18,00-0034052,B.Zylstra,CAR,TB,2.0,0.0,0.0,0.0,0.0,-9.596034049987793,-1.133763982957848,-0.565153560626639,0.2886751345948129,11
2020,7,00-0033481,M.Kemp,KC,DEN,1.0,1.0,11.0,0.0,1.0,1.6179168224334717,-0.4599817918288177,-0.4599817918288177,1.0,0
2021,3,00-0033481,M.Kemp,KC,LAC,1.0,0.0,0.0,0.0,0.0,-5.565544605255127,-1.0070565358834456,-0.7882266382615944,0.7071067811865475,1
2021,7,00-0033481,M.Kemp,KC,TEN,1.0,1.0,8.0,0.0,0.0,0.34851348400115967,-0.6162526554734418,-0.706765277993522,0.5773502691896258,2
2021,10,00-0033481,M.Kemp,KC,LV,1.0,1.0,16.0,0.0,1.0,0.4036416709423065,-0.4702652013736431,-0.6085267846283415,0.5,3
2021,13,00-0033481,M.Kemp,KC,DEN,1.0,0.0,0.0,0.0,0.0,-0.35575953125953674,-0.7501997594624417,-0.6629130925030435,0.4472135954999579,4
2021,17,00-0033481,M.Kemp,KC,CIN,1.0,0.0,0.0,0.0,0.0,-1.4856278896331787,-0.8059053865065471,-0.715164411965978,0.4082482904638631,5
2022,21,00-0033481,M.Kemp,KC,CIN,1.0,1.0,13.0,0.0,1.0,0.1023646742105484,-0.46787478522548265,-0.6276101924935055,0.3779644730092272,6
2020,8,00-0032881,T.Lewis,NO,CHI,1.0,1.0,5.0,0.0,0.0,0.0,-0.6751175474085264,-0.6751175474085264,1.0,0
2020,13,00-0032881,T.Lewis,NO,ATL,1.0,0.0,0.0,0.0,0.0,-2.828763961791992,-0.911852323972867,-0.8171584133471307,0.7071067811865475,1
2020,15,00-0032881,T.Lewis,NO,KC,1.0,0.0,0.0,0.0,0.0,0.6864038705825806,-0.7380054598001652,-0.7796649090354101,0.5773502691896258,2
2021,16,00-0032881,T.Lewis,MIA,NO,2.0,1.0,7.0,0.0,1.0,1.017568588256836,-0.3679901092129888,-0.6086615306476351,0.5,3
2020,8,00-0036040,J.Johnson,NO,CHI,3.0,1.0,5.0,0.0,0.0,-1.1761585474014282,-0.590418471009462,-0.590418471009462,1.0,0
2020,14,00-0036040,J.Johnson,NO,PHI,1.0,1.0,11.0,0.0,1.0,1.1092442274093628,-0.48513880843584406,-0.5272506734652912,0.7071067811865475,1
2020,15,00-0036040,J.Johnson,NO,KC,4.0,0.0,0.0,0.0,0.0,-7.555719375610352,-0.9313284807320797,-0.7186559505916646,0.5773502691896258,2
2020,16,00-0036040,J.Johnson,NO,MIN,1.0,1.0,19.0,0.0,1.0,0.5572359561920166,-0.5124390431685064,-0.6329966198158913,0.5,3
2020,17,00-0036040,J.Johnson,NO,CAR,1.0,1.0,4.0,0.0,1.0,1.3232359886169434,-0.474555587827683,-0.5721732852611763,0.4472135954999579,4
2020,8,00-0034631,V.Smith,NYJ,KC,1.0,1.0,13.0,0.0,1.0,0.05240532383322716,-0.5374060508788073,-0.5374060508788073,1.0,0
2020,17,00-0034631,V.Smith,NYJ,NE,2.0,0.0,0.0,0.0,0.0,-4.676290512084961,-0.9317902696339581,-0.7740365821318977,0.7071067811865475,1
2021,14,00-0034631,V.Smith,NYJ,NO,1.0,0.0,0.0,0.0,0.0,-2.8871076107025146,-0.8750022030278464,-0.8218624025562944,0.5773502691896258,2
